map_name,seed,solved,approximate_solution,elapsed_s,path_length,state_count,forward_length,reverse_length,gear_switches,travel_time_s,total_uncertainty,overall_score,planner_type,path_role
cluttered_random,16,False,True,10.022317,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,lowest uncertainty
cluttered_random,19,False,True,10.003155,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,lowest uncertainty
cluttered_random,22,False,True,10.019726,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,lowest uncertainty
cluttered_random,25,False,True,10.001629,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,lowest uncertainty
cluttered_random,28,False,True,10.043269,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,lowest uncertainty
cluttered_random,31,False,True,10.014830,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,lowest uncertainty
cluttered_random,34,False,True,10.039609,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,lowest uncertainty
cluttered_random,1,False,True,10.046926,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,4,False,True,10.005026,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,7,False,True,10.026644,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,10,False,True,10.066624,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,13,False,True,10.073148,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,16,False,True,10.044413,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,19,False,True,10.017182,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,22,False,True,10.072391,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,25,False,True,10.039568,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,28,False,True,10.076760,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,31,False,True,10.007841,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
cluttered_random,34,False,True,10.043865,0.000000,0,0.000000,0.000000,0,inf,inf,inf,rrt_star,overall best
